         2462365 function calls (2435072 primitive calls) in 2.872 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      925    0.001    0.000    0.002    0.000 posixpath.py:60(isabs)
      405    0.001    0.000    0.001    0.000 sre_parse.py:84(opengroup)
      124    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
      881    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      408    0.001    0.000    0.007    0.000 __init__.py:1488(_fn)
     1130    0.001    0.000    0.020    0.000 {built-in method builtins.next}
      283    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      467    0.001    0.000    0.004    0.000 deprecation.py:9(wrap)
      149    0.001    0.000    0.007    0.000 typing.py:818(__getitem_inner__)
        1    0.001    0.001    0.001    0.001 arc_generators.py:96(<dictcomp>)
      224    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
      332    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
      115    0.001    0.000    0.012    0.000 _distn_infrastructure.py:587(__init__)
      190    0.001    0.000    0.001    0.000 __init__.py:2897(<listcomp>)
        1    0.001    0.001    0.001    0.001 colormaps.py:20(<module>)
     1381    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
     4345    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      468    0.001    0.000    0.005    0.000 __init__.py:2056(<genexpr>)
        1    0.001    0.001    0.001    0.001 __init__.py:328(<listcomp>)
      128    0.001    0.000    0.003    0.000 __init__.py:1617(_get)
     1835    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:397(has_location)
      352    0.001    0.000    0.001    0.000 _util.py:313(<listcomp>)
    10000    0.001    0.000    0.001    0.000 {method 'pop' of 'set' objects}
        2    0.001    0.000    0.014    0.007 basic.py:2(<module>)
   176/55    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       19    0.001    0.000    0.981    0.052 utils.py:1(<module>)
       30    0.001    0.000    0.158    0.005 __init__.py:612(add_entry)
      190    0.001    0.000    0.003    0.000 __init__.py:2871(insert_on)
      153    0.001    0.000    0.049    0.000 <frozen importlib._bootstrap_external>:1099(create_module)
     1488    0.001    0.000    0.001    0.000 sre_parse.py:81(groups)
     3027    0.001    0.000    0.001    0.000 inspect.py:2845(parameters)
      124    0.001    0.000    0.002    0.000 sre_compile.py:411(_mk_bitmap)
      446    0.001    0.000    0.001    0.000 posixpath.py:140(basename)
       30    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      186    0.001    0.000    0.001    0.000 traitlets.py:1627(__init__)
     1165    0.001    0.000    0.001    0.000 inspect.py:513(_is_wrapper)
      522    0.001    0.000    0.026    0.000 re.py:198(search)
       86    0.001    0.000    0.001    0.000 docstring.py:38(__call__)
       67    0.001    0.000    0.003    0.000 pyparsing.py:4011(__init__)
       14    0.001    0.000    2.092    0.149 __init__.py:2(<module>)
       18    0.001    0.000    0.090    0.005 base.py:1(<module>)
     1338    0.001    0.000    0.001    0.000 typing.py:324(__eq__)
        1    0.001    0.001    0.001    0.001 arc_generators.py:33(<listcomp>)
        1    0.001    0.001    0.004    0.004 expr.py:1(<module>)
      864    0.001    0.000    0.001    0.000 scientific.py:37(__init__)
       54    0.001    0.000    0.003    0.000 __init__.py:889(_open_file_or_url)
      332    0.001    0.000    0.001    0.000 sre_parse.py:921(fix_flags)
       31    0.001    0.000    0.010    0.000 _collections_abc.py:824(update)
        1    0.001    0.001    0.355    0.355 pyplot.py:4(<module>)
      369    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
      188    0.001    0.000    0.001    0.000 colors.py:845(<listcomp>)
       13    0.001    0.000    0.002    0.000 enum.py:451(<listcomp>)
        1    0.001    0.001    0.001    0.001 entities.py:1(<module>)
      881    0.001    0.000    0.001    0.000 copyreg.py:90(__newobj__)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
      190    0.001    0.000    0.031    0.000 __init__.py:2777(activate)
     2392    0.001    0.000    0.001    0.000 version.py:48(<lambda>)
      227    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        4    0.001    0.000    0.001    0.000 sortedset.py:664(update)
     1984    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
     2196    0.001    0.000    0.001    0.000 typing.py:669(<genexpr>)
     1144    0.001    0.000    0.001    0.000 sre_parse.py:168(__setitem__)
     3126    0.001    0.000    0.001    0.000 version.py:298(_parse_letter_version)
       22    0.001    0.000    0.004    0.000 gettext.py:538(find)
     1469    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
      235    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
        3    0.001    0.000    0.199    0.066 generic.py:1(<module>)
      548    0.001    0.000    0.003    0.000 genericpath.py:16(exists)
       91    0.001    0.000    0.001    0.000 inspect.py:544(_finddoc)
      936    0.001    0.000    0.001    0.000 functools.py:429(_unwrap_partial)
        3    0.001    0.000    0.022    0.007 numeric.py:1(<module>)
       34    0.001    0.000    0.006    0.000 __init__.py:737(_arith_method_FRAME)
     1655    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
    102/2    0.001    0.000    0.001    0.001 pyparsing.py:1370(_parseNoCache)
        1    0.001    0.001    0.009    0.009 frame.py:319(DataFrame)
        3    0.001    0.000    0.007    0.002 colorbrewer.py:193(_load_maps_by_type)
     3180    0.001    0.000    0.002    0.000 __init__.py:2355(_normalize_cached)
      265    0.000    0.000    0.001    0.000 sre_compile.py:492(_get_charset_prefix)
      352    0.000    0.000    0.001    0.000 _util.py:303(<listcomp>)
      664    0.000    0.000    0.001    0.000 sre_compile.py:595(isstring)
      252    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(can_cast)
      616    0.000    0.000    0.001    0.000 _inspect.py:15(ismethod)
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      471    0.000    0.000    0.004    0.000 pyparsing.py:1167(copy)
      723    0.000    0.000    0.001    0.000 enum.py:20(_is_dunder)
       54    0.000    0.000    0.001    0.000 config.py:413(register_option)
      648    0.000    0.000    0.001    0.000 cmoceanpalette.py:39(__init__)
      189    0.000    0.000    0.003    0.000 traitlets.py:737(__init__)
      706    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
     1014    0.000    0.000    0.003    0.000 typing.py:358(<genexpr>)
      332    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        9    0.000    0.000    0.005    0.001 common.py:1(<module>)
      468    0.000    0.000    0.003    0.000 inspect.py:182(isgeneratorfunction)
      166    0.000    0.000    0.022    0.000 __init__.py:2549(_version_from_file)
      190    0.000    0.000    0.021    0.000 __init__.py:2299(fixup_namespace_packages)
       24    0.000    0.000    0.000    0.000 generic.py:6(create_pandas_abc_type)
     1972    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       62    0.000    0.000    0.000    0.000 __init__.py:246(_get_opstr)
      723    0.000    0.000    0.001    0.000 enum.py:28(_is_sunder)
  153/125    0.000    0.000    0.057    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
      451    0.000    0.000    0.006    0.000 colors.py:128(is_color_like)
      352    0.000    0.000    0.001    0.000 _util.py:308(<listcomp>)
       45    0.000    0.000    0.001    0.000 traitlets.py:2275(__init__)
       27    0.000    0.000    0.013    0.000 pyparsing.py:3294(__init__)
        1    0.000    0.000    0.059    0.059 rcsetup.py:1(<module>)
     1792    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        2    0.000    0.000    0.026    0.013 core.py:1(<module>)
      128    0.000    0.000    0.001    0.000 expr.py:168(<genexpr>)
      175    0.000    0.000    0.001    0.000 os.py:670(__getitem__)
       36    0.000    0.000    0.006    0.000 __init__.py:1459(_add_data_doc)
       18    0.000    0.000    0.008    0.000 rcsetup.py:860(validate_cycler)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4442(__init__)
       11    0.000    0.000    0.002    0.000 decorator.py:169(make)
       37    0.000    0.000    0.003    0.000 argparse.py:1349(add_argument)
       11    0.000    0.000    0.003    0.000 decorator.py:95(__init__)
     1655    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
      281    0.000    0.000    0.001    0.000 function_base.py:428(_needs_add_docstring)
        1    0.000    0.000    0.036    0.036 pyparsing.py:27(<module>)
     1101    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      616    0.000    0.000    0.001    0.000 _inspect.py:28(isfunction)
      468    0.000    0.000    0.003    0.000 inspect.py:189(iscoroutinefunction)
      895    0.000    0.000    0.000    0.000 rcsetup.py:192(validator)
     2414    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
       10    0.000    0.000    0.005    0.000 pyparsing.py:3140(__init__)
      446    0.000    0.000    0.003    0.000 __init__.py:1319(safe_name)
        1    0.000    0.000    0.003    0.003 pyplot.py:1953(_setup_pyplot_info_docstrings)
      972    0.000    0.000    0.000    0.000 traitlets.py:383(class_init)
      228    0.000    0.000    0.036    0.000 decorators.py:29(not_implemented_for)
      612    0.000    0.000    0.001    0.000 _inspect.py:43(iscode)
     1547    0.000    0.000    0.001    0.000 utils.py:366(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
      405    0.000    0.000    0.005    0.000 sre_parse.py:96(closegroup)
      197    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.023    0.023 core.py:188(read_style_directory)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
        1    0.000    0.000    0.001    0.001 pretty.py:2(<module>)
      239    0.000    0.000    0.005    0.000 rcsetup.py:311(validate_color_for_prop_cycle)
      432    0.000    0.000    0.001    0.000 _decorators.py:323(__init__)
        1    0.000    0.000    0.025    0.025 cm.py:52(_gen_cmap_d)
     1002    0.000    0.000    0.001    0.000 typing.py:711(__eq__)
      522    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
       90    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       52    0.000    0.000    0.002    0.000 __init__.py:1895(get_metadata)
       26    0.000    0.000    0.002    0.000 _backend.py:216(get_defaults)
      108    0.000    0.000    0.001    0.000 deprecation.py:226(finalize)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      110    0.000    0.000    0.005    0.000 rcsetup.py:94(<listcomp>)
       16    0.000    0.000    0.001    0.000 __init__.py:487(_arith_method_SERIES)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1482(_guarded_repr_or_str)
      400    0.000    0.000    0.119    0.000 re.py:250(compile)
       66    0.000    0.000    0.001    0.000 gettext.py:212(_expand_lang)
       98    0.000    0.000    0.001    0.000 common.py:30(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.006    0.006 mathtext.py:2822(<listcomp>)
        1    0.000    0.000    0.016    0.016 _axes.py:97(Axes)
      392    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
        1    0.000    0.000    0.004    0.004 series.py:122(Series)
       97    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       67    0.000    0.000    0.001    0.000 utils.py:75(__call__)
      197    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       56    0.000    0.000    0.001    0.000 inspect.py:3045(__str__)
      188    0.000    0.000    0.003    0.000 traitlets.py:757(setup_class)
     1335    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     10/2    0.000    0.000    0.044    0.022 pyplot.py:182(switch_backend)
      281    0.000    0.000    0.001    0.000 function_base.py:446(_add_docstring)
      180    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      241    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      574    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
      244    0.000    0.000    0.000    0.000 _distn_infrastructure.py:710(<genexpr>)
      127    0.000    0.000    0.006    0.000 __init__.py:1418(get_metadata)
        9    0.000    0.000    0.002    0.000 std.py:310(format_meter)
   114/56    0.000    0.000    0.005    0.000 pyparsing.py:3968(copy)
       50    0.000    0.000    0.005    0.000 traceback.py:200(extract_stack)
      706    0.000    0.000    0.001    0.000 abc.py:96(__instancecheck__)
      523    0.000    0.000    0.003    0.000 typing.py:685(<genexpr>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
      173    0.000    0.000    0.000    0.000 colors.py:506(__init__)
       48    0.000    0.000    0.002    0.000 argparse.py:169(__init__)
     1484    0.000    0.000    0.000    0.000 inspect.py:2535(annotation)
        2    0.000    0.000    0.001    0.000 style.py:61(__new__)
      180    0.000    0.000    0.001    0.000 codecs.py:319(decode)
       49    0.000    0.000    0.001    0.000 typing.py:586(__init__)
      280    0.000    0.000    0.007    0.000 __init__.py:1411(has_metadata)
        3    0.000    0.000    0.016    0.005 datetimes.py:1(<module>)
       50    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
       30    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
       36    0.000    0.000    0.001    0.000 pyparsing.py:2870(__init__)
       48    0.000    0.000    0.001    0.000 shutil.py:1298(get_terminal_size)
     72/4    0.000    0.000    0.002    0.000 pyparsing.py:1835(_parseCache)
        1    0.000    0.000    0.008    0.008 mapping.py:72(mapping_required)
       15    0.000    0.000    0.014    0.001 _distn_infrastructure.py:2827(__init__)
        1    0.000    0.000    0.018    0.018 pyparsing.py:6398(pyparsing_common)
       33    0.000    0.000    0.001    0.000 argparse.py:1267(__init__)
       20    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
      409    0.000    0.000    0.000    0.000 types.py:171(__get__)
        2    0.000    0.000    0.008    0.004 function_base.py:1(<module>)
